Location,Indicator,Indicator units,Age,Year,Mean estimate,Sex,Scenario type
Albania,People using at least basic sanitation services,% of population,all,2015,97.654968,All sexes,Reference
Albania,People using at least basic sanitation services,% of population,all,2016,98.107903,All sexes,Reference
Albania,People using at least basic sanitation services,% of population,all,2017,98.547295,All sexes,Reference
Albania,People using at least basic sanitation services,% of population,all,2018,98.97364,All sexes,Reference
Albania,People using at least basic sanitation services,% of population,all,2019,99.183067,All sexes,Reference
Albania,People using at least basic sanitation services,% of population,all,2020,99.29879,All sexes,Reference
Albania,"Contraceptive prevalence, modern methods",% of women,15-49,2009,13.9,All sexes,Reference
Albania,"Contraceptive prevalence, modern methods",% of women,15-49,2018,6.3,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2000,161,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2001,155,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2002,148,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2003,145,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2004,134,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2005,127,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2006,122,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2007,119,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2008,117,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2009,117,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2010,115,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2011,116,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2012,116,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2013,115,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,114,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,114,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,113,All sexes,Reference
Algeria,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,112,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,49.4891126437448,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,48.1498580177964,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,47.0351313200607,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,45.9405922794341,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,44.7687948849341,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,43.6032967325048,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,42.5136798597149,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,41.5575888028595,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,40.820069047893,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,40.257259184731,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,39.6695693290046,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,38.8569491331619,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,37.7918737925283,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,36.5001699714513,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,35.053750014464,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,33.5682471987325,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,32.1206310520747,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,30.7594723332247,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,29.5018647463813,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,28.3818405407151,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,27.4346116649558,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,26.7063587536876,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,26.1712746482888,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,25.7844598321495,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,25.4785601516411,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,25.1771420835274,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,24.7920977884414,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,24.3194820143572,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,23.8059260394742,All sexes,Reference
Algeria,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,23.2561681158753,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,23.249944902328,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,22.8564704799277,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,22.4555697759582,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,22.0636419757412,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,21.6867458944523,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,21.3892082242361,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,21.1948843217685,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,21.1360856337245,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,21.1151196851949,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,21.1027055278697,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,21.0479488739979,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,20.8830649529815,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,20.6352192874408,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,20.37751560704,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,20.1200646236739,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,19.8760383528098,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,19.6550828199131,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,19.3671409035441,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,18.901051018759,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,18.1742100730187,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,17.5111983500913,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,17.1368232303544,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,16.8706918383618,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,16.3972392535319,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,15.6392116069482,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,15.0481519685872,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,15.0660103123553,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,15.5403408762029,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,16.0350425492635,All sexes,Reference
Algeria,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,16.2835142491268,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1990,89,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1991,89,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1992,88,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1993,88,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1994,87,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1995,88,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1996,88,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1997,89,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1998,85,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,1999,83,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2000,86,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2001,89,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2002,86,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2003,87,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2004,86,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2005,88,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2006,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2007,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2008,93,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2009,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2010,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2011,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2012,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2013,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2014,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2015,95,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2016,91,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2017,91,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2018,91,All sexes,Reference
Algeria,"Immunization, DPT",% of children,12-23 months,2019,91,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2000,84.480827,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2001,84.759926,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2002,85.032799,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2003,85.299164,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2004,85.559074,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2005,85.812256,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2006,86.059135,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2007,86.299438,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2008,86.533562,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2009,86.759491,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2010,86.978134,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2011,87.18924,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2012,87.093544,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2013,86.986877,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2014,86.86985,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2015,86.742523,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2016,86.605484,All sexes,Reference
Algeria,People using at least basic sanitation services,% of population,all,2017,86.458824,All sexes,Reference
